STT;Phân loại;Loại Hàng;Độ M;Độ D;Độ MT;Mã màu;Khối lượng;Met A;Met B;Met C;Tỷ trọng thực tế;Tên màu;Khổ (mm);Ngày bán;Thành Tiền;Khu Vực (Quận/Huyện);Tỉnh / Thành Phố;Năm;Tháng;Ngày;Thứ;Cuối_tuần;Tuần_trong_tháng;Quý;Mùa;Giá_trên_kg;Doanh_thu_trên_mm;Mức_độ_dày;Mức_độ_cứng;SKU_Dòng;SKU_Độ_dày;SKU_Màu;Mã_sản_phẩm;Doanh_thu_theo_tuan_trong_thang;Khoảng_cách_đơn_trước;Số_lần_bán_sản_phẩm;Tổng_doanh_thu_sản_phẩm;Doanh_thu_tb_mỗi_lần;Tần_suất_bán;Doanh_thu_tỉnh;Mã_khách_hàng;Loại_khách_hàng;Tên_khách_hàng;Phân_khúc_sản_phẩm;Mức_rủi_ro_giao_dịch;Độ_phức_tạp_bảo_hành;Mức_độ_khiếu_nại;Khoảng_cách_vận_chuyển_km;Cờ_giao_hàng_trễ;Cờ_khiếu_nại_lặp_lại;Cờ_giao_dịch_bất_thường;Tỷ_trọng_doanh_thu_%;Tỷ_lệ_chi_phí;Ước_tính_biên_lợi_nhuận;Điểm_hài_lòng_khách_hàng
525;1;PPGL;AZ050;0.35;G550;PRED09;4010;1538;0;2;2.603896104;ND;1200;2025-10-31;96512680;Quận Bình Tân;TP. Hồ Chí Minh;2025;10;31;Thứ 6;False;5;2025Q4;Mùa mưa;24068;80427;Trung bình;Cao;Tôn Màu;Mỏng;PRED09;Tôn Màu_Mỏng_G550_PRED09;96512680.0;14;11;1039822751.0;94529341;3;42799130622;CUST_0077;Bán sỉ;Công ty VLXD Hải - Đồng Nai;Cao cấp;Trung bình;Cao;Trung bình;271;0;0;0;0.113700297;0.558143694;0.441856306;85
815;1;PPGL;AZ050;0.35;G550;PRED09;4000;1534;0;2;2.604166667;ND;1200;2026-01-06;91498000;TP. Quy Nhơn;Bình Định;2026;1;6;Thứ 3;False;1;2026Q1;Mùa khô;22874;76248;Trung bình;Cao;Tôn Màu;Mỏng;PRED09;Tôn Màu_Mỏng_G550_PRED09;176513755.0;67;11;1039822751.0;94529341;3;6068560773;CUST_0092;Bán sỉ;Công ty VLXD Minh - Long An;Tiêu chuẩn;Trung bình;Trung bình;Trung bình;565;1;1;0;0.107792569;0.648479137;0.351520863;65
824;1;PPGL;AZ050;0.35;G550;PRED09;3550;1362;0;2;2.602639296;ND;1200;2026-01-06;85015755;Quận Bình Tân;TP. Hồ Chí Minh;2026;1;6;Thứ 3;False;1;2026Q1;Mùa khô;23948;70846;Trung bình;Cao;Tôn Màu;Mỏng;PRED09;Tôn Màu_Mỏng_G550_PRED09;176513755.0;0;11;1039822751.0;94529341;3;42799130622;CUST_0112;Bán lẻ;Đại lý VLXD Hùng - Đồng Nai;Phổ thông;Trung bình;Thấp;Thấp;345;1;1;0;0.100155923;0.840273786;0.159726214;60
1005;1;PPGL;AZ050;0.35;G550;PRED09;2450;958;0;2;2.552083333;Màu nâu đất;1200;2026-01-31;60659060;Quận Bình Tân;TP. Hồ Chí Minh;2026;1;31;Thứ 7;True;5;2026Q1;Mùa khô;24759;50549;Trung bình;Cao;Tôn Màu;Mỏng;PRED09;Tôn Màu_Mỏng_G550_PRED09;60659060.0;25;11;1039822751.0;94529341;3;42799130622;CUST_0029;Bán lẻ;Đại lý VLXD Nam - Bình Dương;Tiêu chuẩn;Trung bình;Trung bình;Thấp;503;1;0;0;0.071461627;0.654498386;0.345501614;80
132;1;PPGL;AZ030;0.35;G550;PRED10;4230;1590;0;2;2.657035176;ND;1200;2025-08-29;99643995;Huyện Cẩm Mỹ;Đồng Nai;2025;8;29;Thứ 6;False;5;2025Q3;Mùa mưa;23557;83037;Trung bình;Cao;Tôn Màu;Mỏng;PRED10;Tôn Màu_Mỏng_G550_PRED10;99643995.0;;9;692183646.0;76909294;1;8377944669;CUST_0013;Bán sỉ;Công ty VLXD Long - Tỉnh Khánh Hòa;Tiêu chuẩn;Trung bình;Trung bình;Thấp;70;1;1;0;0.117389257;0.658543186;0.341456814;65
152;1;PPGL;AZ030;0.35;G550;PRED10;4340;1630;0;2;2.659313725;ND;1200;2025-09-06;100803010;Quận Bình Tân;TP. Hồ Chí Minh;2025;9;6;Thứ 7;True;1;2025Q3;Mùa mưa;23227;84003;Trung bình;Cao;Tôn Màu;Mỏng;PRED10;Tôn Màu_Mỏng_G550_PRED10;100803010.0;8;9;692183646.0;76909294;3;42799130622;CUST_0046;Bán sỉ;Công ty VLXD Dũng - Bà Rịa - Vũng Tàu;Tiêu chuẩn;Trung bình;Trung bình;Trung bình;317;1;0;0;0.118754677;0.615913767;0.384086233;80
257;2;PPGL;AZ030;0.35;G550;PRED10;1160;434;0;2;2.660550459;ND;1200;2025-09-30;26055920;TX. Bến Cát;Bình Dương;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;22462;21713;Trung bình;Cao;Tôn Màu;Mỏng;PRED10;Tôn Màu_Mỏng_G550_PRED10;55481140.0;24;9;692183646.0;76909294;3;10689658678;CUST_0035;Đối tác;Xưởng VLXD Minh - Bình Dương;Cao cấp;Cao;Cao;Trung bình;110;0;0;1;0.030696131;0.600567;0.399433;85
258;2;PPGL;AZ030;0.35;G550;PRED10;1310;482;0;2;2.70661157;ND;1200;2025-09-30;29425220;TX. Bến Cát;Bình Dương;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;22462;24521;Trung bình;Cao;Tôn Màu;Mỏng;PRED10;Tôn Màu_Mỏng_G550_PRED10;55481140.0;0;9;692183646.0;76909294;3;10689658678;CUST_0006;Bán lẻ;Đại lý VLXD Đạt - Bình Dương;Tiêu chuẩn;Thấp;Trung bình;Thấp;110;0;0;0;0.034665458;0.643325912;0.356674088;90
282;2;PPGL;AZ030;0.35;G550;PRED10;4330;1618;0;2;2.672839506;ND;1200;2025-10-03;98689360;Huyện Long Hồ;Vĩnh Long;2025;10;3;Thứ 6;False;1;2025Q4;Mùa mưa;22792;82241;Trung bình;Cao;Tôn Màu;Mỏng;PRED10;Tôn Màu_Mỏng_G550_PRED10;98689360.0;3;9;692183646.0;76909294;2;7589710139;CUST_0082;Bán sỉ;Công ty VLXD Hải - Tỉnh Khánh Hòa;Cao cấp;Cao;Cao;Cao;525;0;0;0;0.116264614;0.587840625;0.412159375;70
344;1;PPGL;AZ030;0.35;G550;PRED10;3820;1434;0;2;2.660167131;ND;1200;2025-10-16;84918218;Quận Bình Tân;TP. Hồ Chí Minh;2025;10;16;Thứ 5;False;3;2025Q4;Mùa mưa;22230;70765;Trung bình;Cao;Tôn Màu;Mỏng;PRED10;Tôn Màu_Mỏng_G550_PRED10;84918218.0;13;9;692183646.0;76909294;2;42799130622;CUST_0115;Bán sỉ;Công ty VLXD Đạt - Bình Thuận;Cao cấp;Trung bình;Cao;Cao;422;0;0;0;0.100041016;0.588702756;0.411297244;70
539;1;PPGL;AZ030;0.3;G550;PRED10;4430;2138;0;2;2.070093458;ND;1200;2025-11-05;103921598;Quận Bình Tân;TP. Hồ Chí Minh;2025;11;5;Thứ 4;False;1;2025Q4;Mùa khô;23459;86601;Mỏng;Cao;Tôn Màu;Mỏng;PRED10;Tôn Màu_Mỏng_G550_PRED10;103921598.0;20;9;692183646.0;76909294;2;42799130622;CUST_0069;Bán lẻ;Đại lý VLXD Khánh - Bình Dương;Phổ thông;Thấp;Thấp;Thấp;224;0;0;0;0.122428644;0.807879954;0.192120046;85
630;1;PPGL;AZ030;0.3;G550;PRED10;3230;1630;0;2;1.979166667;ND;1200;2025-11-28;75057125;TP. Quy Nhơn;Bình Định;2025;11;28;Thứ 6;False;4;2025Q4;Mùa khô;23238;62548;Mỏng;Cao;Tôn Màu;Mỏng;PRED10;Tôn Màu_Mỏng_G550_PRED10;75057125.0;23;9;692183646.0;76909294;2;6068560773;CUST_0047;Bán lẻ;Đại lý VLXD Phát - Bình Dương;Phổ thông;Thấp;Thấp;Thấp;144;1;0;0;0.088423794;0.811786223;0.188213777;75
839;1;PPGL;AZ030;0.3;G550;PRED10;3000;1390;0;2;2.155172414;ND;1200;2026-01-06;73669200;Quận Bình Tân;TP. Hồ Chí Minh;2026;1;6;Thứ 3;False;1;2026Q1;Mùa khô;24556;61391;Mỏng;Cao;Tôn Màu;Mỏng;PRED10;Tôn Màu_Mỏng_G550_PRED10;73669200.0;39;9;692183646.0;76909294;1;42799130622;CUST_0025;Bán lẻ;Đại lý VLXD Nam - Bình Thuận;Tiêu chuẩn;Thấp;Trung bình;Thấp;326;1;0;0;0.086788698;0.677167865;0.322832135;80
406;3;PPGL;AZ030;0.35;G550;PRED24;370;0;150;2;2.434210526;DD;1200;2025-10-23;7781840;TX. Phú Mỹ;Bà Rịa - Vũng Tàu;2025;10;23;Thứ 5;False;4;2025Q4;Mùa mưa;21032;6485;Trung bình;Cao;Tôn Màu;Mỏng;PRED24;Tôn Màu_Mỏng_G550_PRED24;7781840.0;;1;7781840.0;7781840;1;4092565301;CUST_0066;Bán lẻ;Đại lý VLXD Minh - Bình Định;Phổ thông;Thấp;Thấp;Thấp;10;0;0;0;0.009167682;0.749648792;0.250351208;85
615;1;PPGL;AZ050;0.35;G550;PWHI01;3630;1358;0;2;2.669117647;TS;1200;2025-11-21;86224842;Huyện Long Hồ;Vĩnh Long;2025;11;21;Thứ 6;False;3;2025Q4;Mùa khô;23753;71854;Trung bình;Cao;Tôn Màu;Mỏng;PWHI01;Tôn Màu_Mỏng_G550_PWHI01;86224842.0;;2;186420432.0;93210216;1;7589710139;CUST_0010;Bán sỉ;Công ty VLXD Khánh - Vĩnh Long;Tiêu chuẩn;Thấp;Trung bình;Trung bình;518;0;0;0;0.101580332;0.725617634;0.274382366;90
859;1;PPGL;AZ050;0.35;G550;PWHI01;4300;1622;0;2;2.647783251;TS;1200;2026-01-10;100195590;Huyện Cẩm Mỹ;Đồng Nai;2026;1;10;Thứ 7;True;2;2026Q1;Mùa khô;23301;83496;Trung bình;Cao;Tôn Màu;Mỏng;PWHI01;Tôn Màu_Mỏng_G550_PWHI01;100195590.0;50;2;186420432.0;93210216;1;8377944669;CUST_0056;Đối tác;Xưởng VLXD Bình - Tỉnh Khánh Hòa;Cao cấp;Trung bình;Cao;Trung bình;70;0;1;0;0.118039084;0.546479847;0.453520153;70
1;1A;PPGL;AZ050;0.25;G550;PWHI11;3990;1898;0;2;2.1;TS;1200;2025-08-01;101162061;Quận Gò Vấp;TP. Hồ Chí Minh;2025;8;1;Thứ 6;False;1;2025Q3;Mùa mưa;25354;84302;Mỏng;Cao;Tôn Màu;Mỏng;PWHI11;Tôn Màu_Mỏng_G550_PWHI11;101162061.0;;2;130964295.0;65482148;1;42799130622;CUST_0030;Bán lẻ;Đại lý VLXD Đạt - Gia Lai;Phổ thông;Thấp;Thấp;Thấp;260;1;0;0;0.11917767;0.776126364;0.223873636;75
181;1B;PPGL;AZ050;0.25;G550;PWHI11;1255;588;0;16;2.07781457;TS;1200;2025-09-13;29802234;TP. Quy Nhơn;Bình Định;2025;9;13;Thứ 7;True;2;2025Q3;Mùa mưa;23747;24835;Mỏng;Cao;Tôn Màu;Mỏng;PWHI11;Tôn Màu_Mỏng_G550_PWHI11;29802234.0;43;2;130964295.0;65482148;1;6068560773;CUST_0114;Bán sỉ;Công ty VLXD Minh - Vĩnh Long;Tiêu chuẩn;Thấp;Trung bình;Trung bình;263;0;0;0;0.035109613;0.660187887;0.339812113;90
275;2;PPGL;AZ030;0.3;G550;PWHI19;3410;1706;0;2;1.996487119;TS;1200;2025-10-02;79258630;TX. Phú Mỹ;Bà Rịa - Vũng Tàu;2025;10;2;Thứ 5;False;1;2025Q4;Mùa mưa;23243;66049;Mỏng;Cao;Tôn Màu;Mỏng;PWHI19;Tôn Màu_Mỏng_G550_PWHI19;297866074.0;;6;577815172.0;96302529;3;4092565301;CUST_0109;Bán lẻ;Đại lý VLXD Tú - Long An;Phổ thông;Thấp;Thấp;Thấp;10;0;0;0;0.093373531;0.828261758;0.171738242;85
277;1;PPGL;AZ030;0.3;G550;PWHI19;4470;2222;0;2;2.009892086;TS;1200;2025-10-02;106620228;TP. Quy Nhơn;Bình Định;2025;10;2;Thứ 5;False;1;2025Q4;Mùa mưa;23852;88850;Mỏng;Cao;Tôn Màu;Mỏng;PWHI19;Tôn Màu_Mỏng_G550_PWHI19;297866074.0;0;6;577815172.0;96302529;3;6068560773;CUST_0005;Bán lẻ;Đại lý VLXD Phúc - Bình Dương;Phổ thông;Thấp;Thấp;Trung bình;168;0;1;0;0.125607864;0.76478778;0.23521222;70
285;1;PPGL;AZ030;0.3;G550;PWHI19;4560;2126;0;2;2.142857143;TS;1200;2025-10-03;111987216;TP. Quy Nhơn;Bình Định;2025;10;3;Thứ 6;False;1;2025Q4;Mùa mưa;24559;93323;Mỏng;Cao;Tôn Màu;Mỏng;PWHI19;Tôn Màu_Mỏng_G550_PWHI19;297866074.0;1;6;577815172.0;96302529;3;6068560773;CUST_0119;Đối tác;Xưởng VLXD Phúc - Bình Thuận;Tiêu chuẩn;Trung bình;Trung bình;Thấp;450;0;0;0;0.13193064;0.657914878;0.342085122;90
666;1;PPGL;AZ030;0.3;G550;PWHI19;4570;2130;0;2;2.143527205;TS;1200;2025-12-09;104692302;TP. Quy Nhơn;Bình Định;2025;12;9;Thứ 3;False;2;2025Q4;Mùa khô;22909;87244;Mỏng;Cao;Tôn Màu;Mỏng;PWHI19;Tôn Màu_Mỏng_G550_PWHI19;104692302.0;67;6;577815172.0;96302529;2;6068560773;CUST_0120;Bán lẻ;Đại lý VLXD Tâm - Vĩnh Long;Phổ thông;Thấp;Thấp;Trung bình;478;0;1;0;0.1233366;0.803473554;0.196526446;70
728;1;PPGL;AZ030;0.3;G550;PWHI19;4020;1874;0;2;2.142857143;TS;1200;2025-12-24;92534772;TP. Quy Nhơn;Bình Định;2025;12;24;Thứ 4;False;4;2025Q4;Mùa khô;23019;77112;Mỏng;Cao;Tôn Màu;Mỏng;PWHI19;Tôn Màu_Mỏng_G550_PWHI19;92534772.0;15;6;577815172.0;96302529;2;6068560773;CUST_0033;Bán lẻ;Đại lý VLXD Phát - TP. Hồ Chí Minh;Phổ thông;Thấp;Thấp;Thấp;185;0;0;0;0.109013976;0.790366166;0.209633834;85
857;1;PPGL;AZ030;0.3;G550;PWHI19;3470;1626;0;2;2.131449631;TS;1200;2026-01-10;82722024;Quận Bình Tân;TP. Hồ Chí Minh;2026;1;10;Thứ 7;True;2;2026Q1;Mùa khô;23839;68935;Mỏng;Cao;Tôn Màu;Mỏng;PWHI19;Tôn Màu_Mỏng_G550_PWHI19;82722024.0;17;6;577815172.0;96302529;1;42799130622;CUST_0118;Bán lẻ;Đại lý VLXD An - Bình Dương;Phổ thông;Thấp;Thấp;Thấp;350;0;0;0;0.097453709;0.716087025;0.283912975;85
52;1A;PPGL;AZ050;0.35;G550;WBLU01;3945;1392;0;4;2.825931232;XDT-G;1200;2025-08-12;94297335;Quận Bình Tân;TP. Hồ Chí Minh;2025;8;12;Thứ 3;False;2;2025Q3;Mùa mưa;23903;78581;Trung bình;Cao;Tôn Màu;Mỏng;WBLU01;Tôn Màu_Mỏng_G550_WBLU01;94297335.0;;8;658626342.0;82328293;3;42799130622;CUST_0065;Bán lẻ;Đại lý VLXD Minh - TP. Hồ Chí Minh;Tiêu chuẩn;Thấp;Trung bình;Trung bình;582;1;0;0;0.111090428;0.676225321;0.323774679;80
84;1A;PPGL;AZ050;0.35;G550;WBLU01;2415;858;0;2;2.808139535;XDT-G;1200;2025-08-20;58894605;Quận Tân Phú;TP. Hồ Chí Minh;2025;8;20;Thứ 4;False;3;2025Q3;Mùa mưa;24387;49079;Trung bình;Cao;Tôn Màu;Mỏng;WBLU01;Tôn Màu_Mỏng_G550_WBLU01;121624838.5;8;8;658626342.0;82328293;3;42799130622;CUST_0018;Bán lẻ;Đại lý VLXD Hùng - Bà Rịa - Vũng Tàu;Phổ thông;Trung bình;Thấp;Trung bình;111;0;0;0;0.069382946;0.810321758;0.189678242;85
98;1A;PPGL;AZ050;0.35;G550;WBLU01;2735;966;0;2;2.825413223;XDT-G;1200;2025-08-21;62730234;TX. Bến Cát;Bình Dương;2025;8;21;Thứ 5;False;3;2025Q3;Mùa mưa;22936;52275;Trung bình;Cao;Tôn Màu;Mỏng;WBLU01;Tôn Màu_Mỏng_G550_WBLU01;121624838.5;1;8;658626342.0;82328293;3;10689658678;CUST_0096;Bán lẻ;Đại lý VLXD Thịnh - Gia Lai;Tiêu chuẩn;Trung bình;Trung bình;Trung bình;110;0;0;0;0.073901648;0.748811215;0.251188785;90
252;2;PPGL;AZ050;0.35;G550;WBLU01;3920;1362;0;2;2.873900293;XDT-G;1200;2025-09-30;91767984;TX. Bến Cát;Bình Dương;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;23410;76473;Trung bình;Cao;Tôn Màu;Mỏng;WBLU01;Tôn Màu_Mỏng_G550_WBLU01;91767984.0;40;8;658626342.0;82328293;1;10689658678;CUST_0111;Bán lẻ;Đại lý VLXD Thịnh - Đồng Nai;Phổ thông;Thấp;Thấp;Thấp;110;1;0;0;0.108110634;0.794372025;0.205627975;75
288;1;PPGL;AZ050;0.35;G550;WBLU01;3840;1334;0;2;2.874251497;XDT-G;1200;2025-10-03;89041920;Quận Bình Tân;TP. Hồ Chí Minh;2025;10;3;Thứ 6;False;1;2025Q4;Mùa mưa;23188;74202;Trung bình;Cao;Tôn Màu;Mỏng;WBLU01;Tôn Màu_Mỏng_G550_WBLU01;89041920.0;3;8;658626342.0;82328293;2;42799130622;CUST_0049;Bán lẻ;Đại lý VLXD Đạt - Đồng Nai;Phổ thông;Thấp;Thấp;Trung bình;297;0;0;0;0.104899094;0.75554396;0.24445604;85
369;1;PPGL;AZ050;0.35;G550;WBLU01;3860;1342;4;2;2.863501484;XDT-G;1200;2025-10-17;94757982;Quận Bình Tân;TP. Hồ Chí Minh;2025;10;17;Thứ 6;False;3;2025Q4;Mùa mưa;24549;78965;Trung bình;Cao;Tôn Màu;Mỏng;WBLU01;Tôn Màu_Mỏng_G550_WBLU01;94757982.0;14;8;658626342.0;82328293;2;42799130622;CUST_0011;Bán lẻ;Đại lý VLXD Long - Long An;Tiêu chuẩn;Thấp;Trung bình;Trung bình;161;0;0;0;0.11163311;0.63392274;0.36607726;90
582;1;PPGL;AZ050;0.35;G550;WBLU01;3305;1178;0;2;2.800847458;XDT-G;1200;2025-11-12;78279586;Quận Tân Phú;TP. Hồ Chí Minh;2025;11;12;Thứ 4;False;2;2025Q4;Mùa khô;23685;65233;Trung bình;Cao;Tôn Màu;Mỏng;WBLU01;Tôn Màu_Mỏng_G550_WBLU01;78279586.0;26;8;658626342.0;82328293;1;42799130622;CUST_0085;Bán lẻ;Đại lý VLXD Bình - Bình Dương;Phổ thông;Thấp;Thấp;Thấp;280;0;0;0;0.092220133;0.830924535;0.169075465;85
1004;1;PPGL;AZ050;0.35;G550;WBLU01;3485;1234;0;2;2.819579288;Màu xanh dương tím Granite;1200;2026-01-31;88856696;Quận Bình Tân;TP. Hồ Chí Minh;2026;1;31;Thứ 7;True;5;2026Q1;Mùa khô;25497;74047;Trung bình;Cao;Tôn Màu;Mỏng;WBLU01;Tôn Màu_Mỏng_G550_WBLU01;88856696.5;80;8;658626342.0;82328293;1;42799130622;CUST_0026;Bán sỉ;Công ty VLXD Minh - Long An;Cao cấp;Trung bình;Cao;Cao;526;0;0;0;0.104680885;0.622184782;0.377815218;70
8;1;PPGL;AZ050;0.35;G550;WGRA01;4115;1442;0;2;2.849722992;XLC-G;1200;2025-08-07;103303783;TP. Thủ Đức;TP. Hồ Chí Minh;2025;8;7;Thứ 5;False;1;2025Q3;Mùa mưa;25104;86086;Trung bình;Cao;Tôn Màu;Mỏng;WGRA01;Tôn Màu_Mỏng_G550_WGRA01;103303783.0;;26;2237101097.0;86042350;5;42799130622;CUST_0063;Bán sỉ;Công ty VLXD Nam - Bà Rịa - Vũng Tàu;Tiêu chuẩn;Trung bình;Trung bình;Trung bình;507;1;0;0;0.121700804;0.635088423;0.364911577;80
51;1;PPGL;AZ050;0.35;G550;WGRA01;2560;886;0;2;2.882882883;XLC-G;1200;2025-08-11;62701056;Quận Bình Tân;TP. Hồ Chí Minh;2025;8;11;Thứ 2;False;2;2025Q3;Mùa mưa;24493;52251;Trung bình;Cao;Tôn Màu;Mỏng;WGRA01;Tôn Màu_Mỏng_G550_WGRA01;159082528.0;4;26;2237101097.0;86042350;5;42799130622;CUST_0089;Đối tác;Xưởng VLXD Dũng - Bình Thuận;Cao cấp;Cao;Cao;Cao;117;0;0;1;0.073867275;0.530094814;0.469905186;70
56;1;PPGL;AZ050;0.35;G550;WGRA01;4040;1416;0;4;2.845070423;XLC-G;1200;2025-08-12;96381472;Quận Tân Phú;TP. Hồ Chí Minh;2025;8;12;Thứ 3;False;2;2025Q3;Mùa mưa;23857;80318;Trung bình;Cao;Tôn Màu;Mỏng;WGRA01;Tôn Màu_Mỏng_G550_WGRA01;159082528.0;1;26;2237101097.0;86042350;5;42799130622;CUST_0086;Bán lẻ;Đại lý VLXD Minh - Bình Thuận;Phổ thông;Thấp;Thấp;Thấp;290;0;0;0;0.113545722;0.807270517;0.192729483;85
76;1;PPGL;AZ050;0.35;G550;WGRA01;2480;854;0;2;2.897196262;XLC-G;1200;2025-08-19;58106400;Quận Bình Tân;TP. Hồ Chí Minh;2025;8;19;Thứ 3;False;3;2025Q3;Mùa mưa;23430;48422;Trung bình;Cao;Tôn Màu;Mỏng;WGRA01;Tôn Màu_Mỏng_G550_WGRA01;58106400.0;7;26;2237101097.0;86042350;5;42799130622;CUST_0059;Bán lẻ;Đại lý VLXD Hải - Phú Yên;Tiêu chuẩn;Trung bình;Trung bình;Thấp;523;0;0;0;0.068454372;0.647242809;0.352757191;90
135;1;PPGL;AZ050;0.35;G550;WGRA01;3620;1266;0;2;2.85488959;XLC-G;1200;2025-08-29;89945416;Quận Bình Tân;TP. Hồ Chí Minh;2025;8;29;Thứ 6;False;5;2025Q3;Mùa mưa;24847;74955;Trung bình;Cao;Tôn Màu;Mỏng;WGRA01;Tôn Màu_Mỏng_G550_WGRA01;89945416.0;10;26;2237101097.0;86042350;5;42799130622;CUST_0027;Bán lẻ;Đại lý VLXD Khánh - Vĩnh Long;Phổ thông;Trung bình;Thấp;Thấp;406;0;0;0;0.105963491;0.74595982;0.25404018;85
156;1;PPGL;AZ050;0.35;G550;WGRA01;3610;1262;0;2;2.856012658;XLC-G;1200;2025-09-09;90808828;Quận Bình Tân;TP. Hồ Chí Minh;2025;9;9;Thứ 3;False;2;2025Q3;Mùa mưa;25155;75674;Trung bình;Cao;Tôn Màu;Mỏng;WGRA01;Tôn Màu_Mỏng_G550_WGRA01;264295383.0;11;26;2237101097.0;86042350;4;42799130622;CUST_0049;Bán lẻ;Đại lý VLXD Đạt - Đồng Nai;Tiêu chuẩn;Trung bình;Trung bình;Thấp;306;0;0;0;0.106980665;0.622843537;0.377156463;90
158;1;PPGL;AZ050;0.35;G550;WGRA01;3620;1266;0;2;2.85488959;XLC-G;1200;2025-09-10;89933470;H. Thống Nhất;Đồng Nai;2025;9;10;Thứ 4;False;2;2025Q3;Mùa mưa;24844;74945;Trung bình;Cao;Tôn Màu;Mỏng;WGRA01;Tôn Màu_Mỏng_G550_WGRA01;264295383.0;1;26;2237101097.0;86042350;4;8377944669;CUST_0077;Bán sỉ;Công ty VLXD Hải - Đồng Nai;Tiêu chuẩn;Cao;Trung bình;Cao;70;0;0;0;0.105949417;0.639596328;0.360403672;75
165;1;PPGL;AZ050;0.35;G550;WGRA01;3430;1202;0;2;2.848837209;XLC-G;1200;2025-09-12;83553085;Quận Bình Tân;TP. Hồ Chí Minh;2025;9;12;Thứ 6;False;2;2025Q3;Mùa mưa;24360;69628;Trung bình;Cao;Tôn Màu;Mỏng;WGRA01;Tôn Màu_Mỏng_G550_WGRA01;264295383.0;2;26;2237101097.0;86042350;4;42799130622;CUST_0033;Bán lẻ;Đại lý VLXD Phát - TP. Hồ Chí Minh;Phổ thông;Thấp;Thấp;Thấp;97;0;0;0;0.098432771;0.764126134;0.235873866;85
251;2;PPGL;AZ050;0.35;G550;WGRA01;1070;374;0;2;2.845744681;XLC-G;1200;2025-09-30;25296084;TX. Bến Cát;Bình Dương;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;23641;21080;Trung bình;Cao;Tôn Màu;Mỏng;WGRA01;Tôn Màu_Mỏng_G550_WGRA01;25296084.0;18;26;2237101097.0;86042350;4;10689658678;CUST_0098;Bán lẻ;Đại lý VLXD Phúc - Tỉnh Khánh Hòa;Tiêu chuẩn;Thấp;Trung bình;Thấp;110;0;1;0;0.029800978;0.709925751;0.290074249;75
284;1;PPGL;AZ050;0.35;G550;WGRA01;3510;1230;0;2;2.849025974;XLC-G;1200;2025-10-03;86625396;TP. Quy Nhơn;Bình Định;2025;10;3;Thứ 6;False;1;2025Q4;Mùa mưa;24680;72188;Trung bình;Cao;Tôn Màu;Mỏng;WGRA01;Tôn Màu_Mỏng_G550_WGRA01;86625396.0;3;26;2237101097.0;86042350;4;6068560773;CUST_0105;Đối tác;Xưởng VLXD Tú - Bà Rịa - Vũng Tàu;Cao cấp;Trung bình;Cao;Trung bình;266;1;0;0;0.10205222;0.550446214;0.449553786;75
299;1;PPGL;AZ050;0.35;G550;WGRA01;3580;1242;0;2;2.877813505;XLC-G;1200;2025-10-14;82906714;Quận Bình Tân;TP. Hồ Chí Minh;2025;10;14;Thứ 3;False;2;2025Q4;Mùa mưa;23158;69089;Trung bình;Cao;Tôn Màu;Mỏng;WGRA01;Tôn Màu_Mỏng_G550_WGRA01;82906714.0;11;26;2237101097.0;86042350;4;42799130622;CUST_0099;Bán lẻ;Đại lý VLXD Thịnh - Gia Lai;Phổ thông;Thấp;Thấp;Trung bình;424;0;0;0;0.09767129;0.749290651;0.250709349;85
355;1;PPGL;AZ050;0.35;G550;WGRA01;4160;1470;0;2;2.826086957;XLC-G;1200;2025-10-17;97715904;Quận Bình Tân;TP. Hồ Chí Minh;2025;10;17;Thứ 6;False;3;2025Q4;Mùa mưa;23489;81430;Trung bình;Cao;Tôn Màu;Mỏng;WGRA01;Tôn Màu_Mỏng_G550_WGRA01;197284758.0;3;26;2237101097.0;86042350;4;42799130622;CUST_0001;Bán lẻ;Đại lý VLXD An - Gia Lai;Phổ thông;Trung bình;Thấp;Trung bình;303;1;1;0;0.115117799;0.742736988;0.257263012;60
373;1;PPGL;AZ050;0.35;G550;WGRA01;3990;1414;0;2;2.81779661;XLC-G;1200;2025-10-17;99568854;Quận Bình Tân;TP. Hồ Chí Minh;2025;10;17;Thứ 6;False;3;2025Q4;Mùa mưa;24955;82974;Trung bình;Cao;Tôn Màu;Mỏng;WGRA01;Tôn Màu_Mỏng_G550_WGRA01;197284758.0;0;26;2237101097.0;86042350;4;42799130622;CUST_0021;Bán sỉ;Công ty VLXD Dũng - Gia Lai;Tiêu chuẩn;Thấp;Trung bình;Thấp;567;1;0;0;0.117300734;0.67174255;0.32825745;80
548;1;PPGL;AZ050;0.35;G550;WGRA01;4000;1418;0;2;2.816901408;XLC-G;1200;2025-11-08;95942000;Quận Bình Tân;TP. Hồ Chí Minh;2025;11;8;Thứ 7;True;2;2025Q4;Mùa khô;23986;79952;Trung bình;Cao;Tôn Màu;Mỏng;WGRA01;Tôn Màu_Mỏng_G550_WGRA01;95942000.0;22;26;2237101097.0;86042350;1;42799130622;CUST_0112;Bán lẻ;Đại lý VLXD Hùng - Đồng Nai;Phổ thông;Trung bình;Thấp;Trung bình;308;0;0;0;0.113027986;0.727095505;0.272904495;85
